0.044354127,0.566110456,0.170139051,0
0.646830804,0.662296316,0.868606733,1
0.286064612,0.353552566,0.440301477,1
0.820519669,0.421193728,0.490719478,1
0.954235671,0.545179324,0.476344448,1
0.524806084,1.056954085,0.638220635,1
0.294597674,0.413996562,0.563373907,0
0.311119044,0.542322061,0.22409917,0
0.308426278,0.697351588,0.577978476,1
0.489856083,0.486936987,0.674883565,1
0.671468191,0.356703352,0.459959453,0
0.212493461,0.219979316,0.250511734,0
0.546573634,0.425523607,0.211971727,0
0.095676754,0.22361184,0.545366459,0
0.702302514,1.183062039,0.753345756,1
0.513727173,0.733226353,0.446578526,1
0.200168896,0.179244471,0.577088611,0
0.556575945,0.657934617,0.375865279,1
0.295978158,0.692442078,0.504756715,1
0.600206466,0.776854029,0.698760882,1
0.384605006,0.620358964,0.416977813,1
0.583558169,0.570127539,0.644020866,1
0.575907962,0.238283,0.78402704,0
0.772982507,0.302570045,0.779299581,1
0.500645329,1.026955375,0.673316418,1
0.998326361,1.050644147,0.567428832,1
0.487311771,0.664911892,0.546001888,1
0.777749406,0.465060273,0.701658519,1
0.657023623,0.280778087,0.446222799,1
0.616349096,0.826859842,0.718424924,1
0.720352609,1.134368201,0.666838897,1
0.380860869,0.355955473,0.480830843,0
0.21420863,0.157083831,0.656140591,0
0.392360757,0.803175969,0.572560619,1
0.803998463,0.001391125,0.75240845,1
0.479536386,0.297629758,0.181426916,0
0.417449395,-0.039553599,0.336340536,0
0.284970549,0.013020641,0.583971222,0
0.994175856,0.378907855,0.343167162,1
0.714687259,0.660484714,0.410175814,1
0.289830611,0.304365354,0.300203039,0
0.635086113,0.903686156,0.478545961,0
0.256409467,0.842763008,0.605910894,1
0.34964745,0.892124344,0.267740685,1
0.499833745,0.529566051,0.283580041,0
0.805714074,0.537301946,0.624940539,1
0.212521732,0.713991694,0.223317046,1
0.398930914,-0.053128293,0.173937985,0
0.63268341,0.93611384,0.572576552,1
0.425841597,0.677922206,0.419690742,1
0.522715361,0.31609779,0.542309983,0
0.803485073,0.141636212,0.727957256,0
0.328497276,0.029735981,0.540254653,0
0.532661803,1.256189657,0.125527835,1
0.732033797,0.475307946,0.431110206,1
0.634193695,0.53131886,0.542619793,1
0.745670026,1.123211086,0.570608209,1
0.453616563,0.831102793,0.533154906,1
0.360350346,0.1858916,0.273359114,0
-0.056162626,0.054399255,0.416672043,0
0.646504509,0.991264597,0.545982626,1
0.462745267,0.300145841,0.593551837,0
0.514430454,0.159245759,0.32900292,0
0.544402024,0.642215362,0.684646675,1
0.351258962,0.081819116,0.304830677,0
0.566008744,0.384468654,0.298257588,0
0.551854681,0.723980738,0.517641789,1
0.599719818,0.350900082,0.601327517,1
0.422810028,0.11895275,0.251263769,1
0.450892344,0.621451999,0.381163857,1
0.949761132,0.574144755,0.749656735,1
0.508122146,0.163847119,0.526068703,0
0.56387157,0.707072952,0.457421428,0
0.03023613,-0.276907459,0.405188706,0
0.196017005,0.32446884,0.317498229,0
0.412094512,1.278462111,0.327068526,1
0.14245952,0.691306091,0.496252228,0
0.700143419,0.588451004,0.488119554,1
0.429140892,0.199456486,0.278896151,0
0.325602279,0.444835094,0.412081045,0
