0.913953576,0.760023476,0.817894218,1
0.376006455,0.61008451,0.444673617,0
0.519374215,0.361346156,0.584347896,0
0.337538826,0.514662186,0.348287235,1
0.626231547,0.758106155,0.467267189,1
0.543528675,0.583620837,0.238030565,1
0.950358212,0.586390959,0.550216476,1
0.262583701,0.403623085,0.391577884,0
0.582976634,1.035172151,0.432966811,1
0.402479954,0.097626602,0.346630017,0
0.264949436,0.13523886,0.470106378,0
0.440127825,0.606830311,0.624901304,1
0.542566437,0.428244998,0.677145505,0
0.941311656,0.890456613,0.572368057,1
0.521259846,0.730573477,0.462396719,1
0.395732038,0.555976825,0.63443279,1
0.482676745,0.12972684,0.633925051,0
0.503303257,0.549877335,0.603290077,0
0.525084051,0.509572916,0.464869881,1
0.444652195,0.790293243,0.409231902,1
0.556766486,0.20051377,0.393057087,0
0.573010982,0.148143861,0.734517148,0
0.672384823,0.255064195,0.323712079,0
0.452082374,0.136455767,0.347645275,0
0.308693871,0.712303536,0.6362713,1
0.102277139,0.715861639,0.556012973,1
0.260201298,0.565817953,0.582860413,0
0.701403718,0.350250274,0.466193059,0
0.627435244,0.43900293,0.705499109,0
0.648090194,0.438599631,0.553008367,1
0.127822437,0.484410929,0.430660396,0
0.693955955,0.912328495,0.607462919,1
0.716740872,0.602059317,0.513236915,1
0.63003197,0.689011436,0.379488408,1
0.610806915,0.759698735,0.488076014,1
0.190043063,0.540924307,0.520740762,0
0.592270052,-0.266234649,0.529620355,0
0.64252335,0.380264338,0.623268378,1
0.57063331,0.410413645,0.890484418,1
0.734848724,0.630679405,0.468927268,1
0.457416377,0.715102272,0.479334089,1
0.458163387,0.208679503,0.604299441,0
0.694016315,1.242786819,0.523209162,1
0.988577557,0.820667476,0.701377358,1
0.538759723,0.907255491,0.627526548,1
0.936586398,1.328251686,0.207879468,1
0.465382405,0.462173503,0.685665752,1
0.753581881,0.909747233,0.542202678,1
0.73996429,0.900455948,0.641999144,1
0.42772806,0.323555963,0.125938882,0
0.385077436,0.681605926,0.525725561,1
0.504781075,0.903529531,0.694774598,1
0.563330247,0.004784456,0.697460536,0
0.230151431,0.191845625,0.211661764,0
0.851530353,1.032754097,0.535680669,1
0.519265314,0.780875566,0.426957125,1
0.524237958,0.088565873,0.351670445,0
0.288358592,0.763304655,0.677174441,0
0.37356938,0.375103877,0.500519116,0
0.538979536,0.633223168,0.700134478,0
0.091566429,0.27574407,0.622287457,0
0.671392082,0.158753912,0.09175922,0
0.106764167,0.636169786,0.323786105,0
0.332924348,0.607816171,0.730646579,0
0.70576305,0.696400513,0.502995558,1
0.798679933,0.717789418,0.474226613,1
0.564803756,0.117272953,0.569850776,1
0.721329606,0.79962642,0.424263076,1
0.35978035,0.760554713,0.533822117,0
0.102997711,0.539539249,0.412040359,1
0.597491772,0.35357368,0.089389924,0
0.425943673,0.392635489,0.275403397,0
0.626189869,0.969036657,0.741273713,1
0.172696035,0.139541575,0.624496718,0
0.812524708,0.560580366,0.386936376,1
0.230308529,0.607681731,0.537660065,1
0.449325787,0.464390408,0.184392153,0
0.581667301,0.783951514,0.567445791,1
0.767956979,0.324548338,0.257447202,0
0.356455291,0.44151803,0.772910866,0
